category	subcategory	disease	term
D46	D462	ANEMIA REFRACTARIA CON EXCESO DE BLASTOS [AREB]	Canonical
D46	D463	ANEMIA REFRACTARIA CON EXCESO DE BLASTOS CON TRANSFORMACIÓN	Canonical
D46	D464	ANEMIA REFRACTARIA, SIN OTRA ESPECIFICACIÓN	Canonical
D46	D465	ANEMIA REFRACTARIA CON DISPLASIA MULTILINAJE	Canonical
D46	D466	SÍNDROME MIELODISPLÁSICO CON ANORMALIDAD CROMOSÓMICA AISLADA DEL (5Q)	Canonical
D46	D467	OTROS SÍNDROMES MIELODISPLÁSICOS	Canonical
D46	D469	SÍNDROME MIELODISPLÁSICO, SIN OTRA ESPECIFICACIÓN	Canonical
D47	D47	OTROS TUMORES DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL TEJIDO LINFÁTICO, DE LOS ÓRGANOS HEMATOPOYÉTICOS Y DE TEJIDOS AFINES	Canonical
D47	D470	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LOS MASTOCITOS E HISTIOCITOS	Canonical
D47	D471	ENFERMEDAD MIELOPROLIFERATIVA CRÓNICA	Canonical
D47	D472	GAMMOPATÍA MONOCLONAL DE SIGNIFICADO INCIERTO [GMSI]	Canonical
D47	D473	TROMBOCITOPENIA (HEMORRÁGICA) ESENCIAL	Canonical
D47	D474	OSTEOMIELOFIBROSIS	Canonical
D47	D475	LEUCEMIA EOSINOFÍLICA CRÓNICA [SÍNDROME HIPEREOSINOFÍLICO]	Canonical
D47	D477	OTROS TUMORES ESPECIFICADOS DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL TEJIDO LINFÁTICO, DE LOS ÓRGANOS HEMATOPOYÉTICOS Y DE TEJIDOS AFINES	Canonical
D47	D479	TUMORES DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL TEJIDO LINFÁTICO, DE LOS ÓRGANOS HEMATOPOYÉTICOS Y DE TEJIDOS AFINES, NO ESPECIFICADOS	Canonical
D48	D48	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTROS SITIOS Y DE LOS NO ESPECIFICADOS	Canonical
D48	D480	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL HUESO Y CARTÍLAGO ARTICULAR	Canonical
D48	D481	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL TEJIDO CONJUNTIVO Y OTRO TEJIDO BLANDO	Canonical
D48	D482	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LOS NERVIOS PERIFÉRICOS Y DEL SISTEMA NERVIOSO AUTÓNOMO	Canonical
D48	D483	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL RETROPERITONEO	Canonical
D48	D484	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL PERITONEO	Canonical
D48	D485	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA PIEL	Canonical
D48	D486	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA MAMA	Canonical
D48	D487	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTROS SITIOS ESPECIFICADOS	Canonical
D48	D489	TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO, DE SITIO NO ESPECIFICADO	Canonical
D50	D50	ANEMIAS POR DEFICIENCIA DE HIERRO	Canonical
D50	D500	ANEMIA POR DEFICIENCIA DE HIERRO SECUNDARIA A PÉRDIDA DE SANGRE (CRÓNICA)	Canonical
D50	D501	DISFAGIA SIDEROPÉNICA	Canonical
D50	D508	OTRAS ANEMIAS POR DEFICIENCIA DE HIERRO	Canonical
D50	D509	ANEMIA POR DEFICIENCIA DE HIERRO SIN OTRA ESPECIFICACIÓN	Canonical
D51	D51	ANEMIA POR DEFICIENCIA DE VITAMINA B12	Canonical
D51	D510	ANEMIA POR DEFICIENCIA DE VITAMINA B12 DEBIDA A DEFICIENCIA DEL FACTOR INTRÍNSECO	Canonical
D51	D511	ANEMIA POR DEFICIENCIA DE VITAMINA B12 DEBIDA A MALA ABSORCIÓN SELECTIVA DE VITAMINA B12 CON PROTEINURIA	Canonical
D51	D512	DEFICIENCIA DE TRASCOBALAMINA II	Canonical
D51	D513	OTRAS ANEMIAS POR DEFICIENCIA DIETÉTICA DE VITAMINA B12	Canonical
D51	D518	OTRAS ANEMIAS POR DEFICIENCIA DE VITAMINA B12	Canonical
D51	D519	ANEMIA POR DEFICIENCIA DE VITAMINA B12, SIN OTRA ESPECIFICACIÓN	Canonical
D52	D52	ANEMIA POR DEFICIENCIA DE FOLATOS	Canonical
D52	D520	ANEMIA POR DEFICIENCIA DIETÉTICA DE FOLATOS	Canonical
D52	D521	ANEMIA POR DEFICIENCIA DE FOLATOS INDUCIDA POR DROGAS	Canonical
D52	D528	OTRAS ANEMIAS POR DEFICIENCIA DE FOLATOS	Canonical
D52	D529	ANEMIA POR DEFICIENCIA DE FOLATOS, SIN OTRA ESPECIFICACIÓN	Canonical
D53	D53	OTRAS ANEMIAS NUTRICIONALES	Canonical
D53	D530	ANEMIA POR DEFICIENCIA DE PROTEÍNAS	Canonical
D53	D531	OTRAS ANEMIAS MEGALOBLÁSTICAS, NO CLASIFICADAS EN OTRA PARTE	Canonical
D53	D532	ANEMIA ESCORBÚTICA	Canonical
D53	D538	OTRAS ANEMIAS NUTRICIONALES ESPECIFICADAS	Canonical
D53	D539	ANEMIA NUTRICIONAL, NO ESPECIFICADA	Canonical
D55	D55	ANEMIA DEBIDA A TRASTORNOS ENZIMÁTICOS	Canonical
D55	D550	ANEMIA DEBIDA A DEFICIENCIA DE GLUCOSA-6-FOSFATO DESHIDROGENASA [G6FD]	Canonical
D55	D551	ANEMIA DEBIDA A OTROS TRASTORNOS DEL METABOLISMO DEL GLUTATIÓN	Canonical
D55	D552	ANEMIA DEBIDA A TRASTORNOS DE LAS ENZIMAS GLUCOLÍTICAS	Canonical
D55	D553	ANEMIA DEBIDA A TRASTORNOS DEL METABOLISMO DE LOS NUCLEÓTIDOS	Canonical
D55	D558	OTRAS ANEMIAS DEBIDAS A TRASTORNOS ENZIMÁTICOS	Canonical
D55	D559	ANEMIA DEBIDA A TRASTORNOS ENZIMÁTICOS, SIN OTRA ESPECIFICACIÓN	Canonical
D56	D56	TALASEMIA	Canonical
D56	D560	ALFA TALASEMIA	Canonical
D56	D561	BETA TALASEMIA	Canonical
D56	D562	DELTA-BETA TALASEMIA	Canonical
D56	D563	RASGO TALASÉMICO	Canonical
D56	D564	PERSISTENCIA HEREDITARIA DE LA HEMOGLOBINA FETAL [PHHF]	Canonical
D56	D568	OTRAS TALASEMIAS	Canonical
D56	D569	TALASEMIA, NO ESPECIFICADA	Canonical
D57	D57	TRASTORNOS FALCIFORMES	Canonical
D57	D570	ANEMIA FALCIFORME CON CRISIS	Canonical
D57	D571	ANEMIA FALCIFORME SIN CRISIS	Canonical
D57	D572	TRASTORNOS FALCIFORMES HETEROCIGOTOS DOBLES	Canonical
D57	D573	RASGO DREPANOCÍTICO	Canonical
D57	D578	OTROS TRASTORNOS FALCIFORMES	Canonical
D58	D58	OTRAS ANEMIAS HEMOLÍTICAS HEREDITARIAS	Canonical
D58	D580	ESFEROCITOSIS HEREDITARIA	Canonical
D58	D581	ELIPTOCITOSIS HEREDITARIA	Canonical
D58	D582	OTRAS HEMOGLOBINOPATÍAS	Canonical
D58	D588	OTRAS ANEMIAS HEMOLÍTICAS HEREDITARIAS ESPECIFICADAS	Canonical
D58	D589	ANEMIA HEMOLÍTICA HEREDITARIA, SIN OTRA ESPECIFICACIÓN	Canonical
D59	D59	ANEMIA HEMOLÍTICA ADQUIRIDA	Canonical
D59	D590	ANEMIA HEMOLÍTICA AUTOINMUNE INDUCIDA POR DROGAS	Canonical
D59	D591	OTRAS ANEMIAS HEMOLÍTICAS AUTOINMUNES	Canonical
D59	D592	ANEMIA HEMOLÍTICA NO AUTOINMUNE INDUCIDA POR DROGAS	Canonical
D59	D593	SÍNDROME HEMOLÍTICO-URÉMICO	Canonical
D59	D594	OTRAS ANEMIAS HEMOLÍTICAS NO AUTOINMUNES	Canonical
D59	D595	HEMOGLOBINURIA PAROXÍSTICA NOCTURNA [MARCHIAFAVA- MICHELI]	Canonical
D59	D596	HEMOGLOBINURIA DEBIDA A HEMÓLISIS POR OTRAS CAUSAS EXTERNAS	Canonical
D59	D598	OTRAS ANEMIAS HEMOLÍTICAS ADQUIRIDAS	Canonical
D59	D599	ANEMIA HEMOLÍTICA ADQUIRIDA, SIN OTRA ESPECIFICACIÓN	Canonical
D60	D60	APLASIA ADQUIRIDA, EXCLUSIVA DE LA SERIE ROJA [ERITROBLASTOPENIA]	Canonical
D60	D600	APLASIA CRÓNICA ADQUIRIDA, EXCLUSIVA DE LA SERIE ROJA	Canonical
D60	D601	APLASIA TRANSITORIA ADQUIRIDA, EXCLUSIVA DE LA SERIE ROJA	Canonical
D60	D608	OTRAS APLASIAS ADQUIRIDAS, EXCLUSIVAS DE LA SERIE ROJA	Canonical
D60	D609	APLASIA ADQUIRIDA, EXCLUSIVA DE LA SERIE ROJA, NO ESPECIFICADA	Canonical
D61	D61	OTRAS ANEMIAS APLÁSTICAS	Canonical
D61	D610	ANEMIA APLÁSTICA CONSTITUCIONAL	Canonical
D61	D611	ANEMIA APLÁSTICA INDUCIDA POR DROGAS	Canonical
D61	D612	ANEMIA APLÁSTICA DEBIDA A OTROS AGENTES EXTERNOS	Canonical
D61	D613	ANEMIA APLÁSTICA IDIOPÁTICA	Canonical
D61	D618	OTRAS ANEMIAS APLÁSTICAS ESPECIFICADAS	Canonical
D61	D619	ANEMIA APLÁSTICA, SIN OTRA ESPECIFICACIÓN	Canonical
D62	D62X	ANEMIA POSTHEMORRÁGICA AGUDA	Canonical
D63	D63	ANEMIA EN ENFERMEDADES CRÓNICAS CLASIFICADAS EN OTRA PARTE	Canonical
D63	D630	ANEMIA EN ENFERMEDAD NEOPLÁSICA	Canonical
D63	D638	ANEMIA EN OTRAS ENFERMEDADES CRÓNICAS CLASIFICADAS EN OTRA PARTE	Canonical
D64	D64	OTRAS ANEMIAS	Canonical
D64	D640	ANEMIA SIDEROBLÁSTICA HEREDITARIA	Canonical
D64	D641	ANEMIA SIDEROBLÁSTICA SECUNDARIA A OTRA ENFERMEDAD	Canonical
D64	D642	ANEMIA SIDEROBLÁSTICA SECUNDARIA, DEBIDA A DROGAS Y TOXINAS	Canonical
D64	D643	OTRAS ANEMIAS SIDEROBLÁSTICAS	Canonical
D64	D644	ANEMIA DISERITROPOYÉTICA CONGÉNITA	Canonical
D64	D648	OTRAS ANEMIAS ESPECIFICADAS	Canonical
D64	D649	ANEMIA DE TIPO NO ESPECIFICADO	Canonical
D65	D65X	COAGULACIÓN INTRAVASCULAR DISEMINADA [SÍNDROME DE DESFIBRINACIÓN]	Canonical
D66	D66X	DEFICIENCIA HEREDITARIA DEL FACTOR VIII	Canonical
D67	D67X	DEFICIENCIA HEREDITARIA DEL FACTOR IX	Canonical
D68	D68	OTROS DEFECTOS DE LA COAGULACIÓN	Canonical
D68	D680	ENFERMEDAD DE VON WILLEBRAND	Canonical
D68	D681	DEFICIENCIA HEREDITARIA DEL FACTOR XI	Canonical
D68	D682	DEFICIENCIA HEREDITARIA DE OTROS FACTORES DE LA COAGULACIÓN	Canonical
D68	D683	TRASTORNO HEMORRÁGICO DEBIDO A ANTICOAGULANTES CIRCULANTES	Canonical
D68	D684	DEFICIENCIA ADQUIRIDA DE FACTORES DE LA COAGULACIÓN	Canonical
D68	D685	TROMBOFILIA PRIMARIA	Canonical
D68	D686	OTRA TROMBOFILIA	Canonical
D68	D688	OTROS DEFECTOS ESPECIFICADOS DE LA COAGULACIÓN	Canonical
D68	D689	DEFECTO DE LA COAGULACIÓN, NO ESPECIFICADO	Canonical
D69	D69	PÚRPURA Y OTRAS AFECCIONES HEMORRÁGICAS	Canonical
D69	D690	PÚRPURA ALÉRGICA	Canonical
D69	D691	DEFECTO CUALITATIVOS DE LAS PLAQUETAS	Canonical
D69	D692	OTRAS PÚRPURAS NO TROMBOCITOPÉNICAS	Canonical
D69	D693	PÚRPURA TROMBOCITOPÉNICA IDIOPÁTICA	Canonical
D69	D694	OTRAS TROMBOCITOPENIAS PRIMARIAS	Canonical
D69	D695	TROMBOCITOPENIA SECUNDARIA	Canonical
D69	D696	TROMBOCITOPENIA NO ESPECIFICADA	Canonical
D69	D698	OTRAS AFECCIONES HEMORRÁGICAS ESPECIFICADAS	Canonical
D69	D699	AFECCIÓN HEMORRÁGICA, NO ESPECIFICADA	Canonical
D70	D70X	AGRANULOCITOSIS	Canonical
D71	D71X	TRASTORNOS FUNCIONALES DE LOS POLIMORFONUCLEARES NEUTRÓFILOS	Canonical
D72	D72	OTROS TRASTORNOS DE LOS LEUCOCITOS	Canonical
D72	D720	ANOMALÍAS GENÉTICAS DE LOS LEUCOCITOS	Canonical
D72	D721	EOSINOFILIA	Canonical
D72	D728	OTROS TRASTORNOS ESPECIFICADOS DE LOS LEUCOCITOS	Canonical
D72	D729	TRASTORNO DE LOS LEUCOCITOS, NO ESPECIFICADO	Canonical
D73	D73	ENFERMEDADES DEL BAZO	Canonical
D73	D730	HIPOESPLENISMO	Canonical
D73	D731	HIPERESPLENISMO	Canonical
D73	D732	ESPLENOMEGALIA CONGESTIVA CRÓNICA	Canonical
D73	D733	ABSCESO DEL BAZO	Canonical
D73	D734	QUISTE DEL BAZO	Canonical
D73	D735	INFARTO DEL BAZO	Canonical
D73	D738	OTRAS ENFERMEDADES DEL BAZO	Canonical
D73	D739	ENFERMEDAD DEL BAZO, NO ESPECIFICADA	Canonical
D74	D74	METAHEMOGLOBINEMIA	Canonical
D74	D740	METAHEMOGLOBINEMIA CONGÉNITA	Canonical
D74	D748	OTRAS METAHEMOGLOBINEMIAS	Canonical
D74	D749	METAHEMOGLOBINEMIA, NO ESPECIFICADA	Canonical
D75	D75	OTRAS ENFERMEDADES DE LA SANGRE Y DE LOS ÓRGANOS HEMATOPOYÉTICOS	Canonical
D75	D750	ERITROCITOSIS FAMILIAR	Canonical
D75	D751	POLICITEMIA SECUNDARIA	Canonical
D75	D752	TROMBOCITOSIS ESENCIAL	Canonical
D75	D758	OTRAS ENFERMEDADES ESPECIFICADAS DE LA SANGRE Y DE LOS ÓRGANOS HEMATOPOYÉTICOS	Canonical
D75	D759	ENFERMEDAD DE LA SANGRE Y DE LOS ÓRGANOS HEMATOPOYÉTICOS, NO ESPECIFICADA	Canonical
D76	D76	OTRAS ENFERMEDADES ESPECIFICADAS CON PARTICIPACIÓN DEL TEJIDO LINFORRETICULAR Y DEL TEJIDO RETICULOHISTIOCÍTICO	Canonical
D76	D760	HISTIOCITOSIS DE LAS CÉLULAS DE LANGERHANS, NO CLASIFICADA EN OTRA PARTE	Canonical
D76	D761	LINFOHISTIOCITOSIS HEMOFAGOCÍTICA	Canonical
D76	D762	SÍNDROME HEMOFAGOCÍTICO ASOCIADO A INFECCIÓN	Canonical
D76	D763	OTROS SÍNDROMES HISTIOCÍTICOS	Canonical
D77	D77X	OTROS TRASTORNOS DE LA SANGRE Y DE LOS ÓRGANOS HEMATOPOYÉTICOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE	Canonical
D80	D80	INMUNODEFICIENCIA CON PREDOMINIO DE DEFECTOS DE LOS ANTICUERPOS	Canonical
D80	D800	HIPOGAMMAGLOBULINEMIA HEREDITARIA	Canonical
D80	D801	HIPOGAMMAGLOBULINEMIA NO FAMILIAR	Canonical
D80	D802	DEFICIENCIA SELECTIVA DE INMUNOGLOBULINA A [IGA]	Canonical
D80	D803	DEFICIENCIA SELECTIVA DE SUBCLASES DE LA INMUNOGLOBULINA G [IGG]	Canonical
D80	D804	DEFICIENCIA SELECTIVA DE INMUNOGLOBULINA M [IGM]	Canonical
D80	D805	INMUNODEFICIENCIA CON INCREMENTO DE INMUNOGLOBULINA M [IGM]	Canonical
D80	D806	DEFICIENCIA DE ANTICUERPOS CON INMUNOGLOBULINAS CASI NORMALES O CON HIPERINMUNOGLOBULINEMIA	Canonical
D80	D807	HIPOGAMMAGLOBULINEMIA TRANSITORIA DE LA INFANCIA	Canonical
D80	D808	OTRAS INMUNODEFICIENCIAS CON PREDOMINIO DE DEFECTOS DE LOS ANTICUERPOS	Canonical
D80	D809	INMUNODEFICIENCIA CON PREDOMINIO DE DEFECTOS DE LOS ANTICUERPOS, NO ESPECIFICADA	Canonical
D81	D81	INMUNODEFICIENCIAS COMBINADAS	Canonical
D81	D810	INMUNODEFICIENCIA COMBINADA SEVERA [IDCS] CON DISGENESIA RETICULAR	Canonical
D81	D811	INMUNODEFICIENCIA COMBINADA SEVERA [IDCS] CON LINFOCITOPENIA T Y B	Canonical
D81	D812	INMUNODEFICIENCIA COMBINADA SEVERA [IDCS] CON CIFRA BAJA O NORMAL DE LINFOCITOS B	Canonical
D81	D813	DEFICIENCIA DE LA ADENOSINA DEAMINASA [ADA]	Canonical
D81	D814	SÍNDROME DE NEZELOF	Canonical
D81	D815	DEFICIENCIA DE LA FOSFORILASA PURINONUCLEÓSIDA [FPN]	Canonical
D81	D816	DEFICIENCIA DE LA CLASE I DEL COMPLEJO DE HISTOCOMPATIBILIDAD MAYOR	Canonical
D81	D817	DEFICIENCIA DE LA CLASE II DEL COMPLEJO DE HISTOCOMPATIBILIDAD MAYOR	Canonical
D81	D818	OTRAS INMUNODEFICIENCIAS COMBINADAS	Canonical
D81	D819	INMUNODEFICIENCIA COMBINADA, NO ESPECIFICADA	Canonical
D82	D82	INMUNODEFICIENCIA ASOCIADA CON OTROS DEFECTOS MAYORES	Canonical
D82	D820	SÍNDROME DE WISKOTT-ALDRICH	Canonical
D82	D821	SÍNDROME DE DI GEORGE	Canonical
D82	D822	INMUNODEFICIENCIA CON ENANISMO MICROMÉLICO [MIEMBROS CORTOS]	Canonical
D82	D823	INMUNODEFICIENCIA CONSECUTIVA A RESPUESTA DEFECTUOSA HEREDITARIA CONTRA EL VIRUS DE EPSTEIN-BARR	Canonical
D82	D824	SÍNDROME DE HIPERINMUNOGLOBULINA E [IGE]	Canonical
D82	D828	INMUNODEFICIENCIA ASOCIADA CON OTROS DEFECTOS MAYORES ESPECIFICADOS	Canonical
D82	D829	INMUNODEFICIENCIA ASOCIADA CON DEFECTOS MAYORES NO ESPECIFICADOS	Canonical
D83	D83	INMUNODEFICIENCIA VARIABLE COMÚN	Canonical
D83	D830	INMUNODEFICIENCIA VARIABLE COMÚN CON PREDOMINIO DE ANORMALIDADES EN EL NÚMERO Y LA FUNCIÓN DE LOS LINFOCITOS B	Canonical
D83	D831	INMUNODEFICIENCIA VARIABLE COMÚN CON PREDOMINIO DE TRASTORNOS INMUNORREGULADORES DE LOS LINFOCITOS T	Canonical
D83	D832	INMUNODEFICIENCIA VARIABLE COMÚN CON AUTOANTICUERPOS ANTI-B O ANTI-T	Canonical
D83	D838	OTRAS INMUNODEFICIENCIAS VARIABLES COMUNES	Canonical
D83	D839	INMUNODEFICIENCIA VARIABLE COMÚN, NO ESPECIFICADA	Canonical
D84	D84	OTRAS INMUNODEFICIENCIAS	Canonical
D84	D840	DEFECTO DE LA FUNCIÓN DEL ANTÍGENO-1 DEL LINFOCITO [LFA-1]	Canonical
D84	D841	DEFECTO DEL SISTEMA DEL COMPLEMENTO	Canonical
D84	D848	OTRAS INMUNODEFICIENCIAS ESPECIFICADAS	Canonical
D84	D849	INMUNODEFICIENCIA, NO ESPECIFICADA	Canonical
D86	D86	SARCOIDOSIS	Canonical
D86	D860	SARCOIDOSIS DEL PULMÓN	Canonical
D86	D861	SARCOIDOSIS DE LOS GANGLIOS LINFÁTICOS	Canonical
D86	D862	SARCOIDOSIS DEL PULMÓN Y DE LOS GANGLIOS LINFÁTICOS	Canonical
D86	D863	SARCOIDOSIS DE LA PIEL	Canonical
D86	D868	SARCOIDOSIS DE OTROS SITIOS ESPECIFICADOS O DE SITIOS COMBINADOS	Canonical
D86	D869	SARCOIDOSIS DE SITIO NO ESPECIFICADO	Canonical
D89	D89	OTROS TRASTORNOS QUE AFECTAN EL MECANISMO DE LA INMUNIDAD, NO CLASIFICADOS EN OTRA PARTE	Canonical
D89	D890	HIPERGAMMAGLOBULINEMIA POLICLONAL	Canonical
D89	D891	CRIOGLOBULINEMIA	Canonical
D89	D892	HIPERGAMMAGLOBULINEMIA, NO ESPECIFICADA	Canonical
D89	D893	SÍNDROME DE RECONSTITUCIÓN INMUNE	Canonical
D89	D898	OTROS TRASTORNOS ESPECIFICADOS QUE AFECTAN EL MECANISMO DE LA INMUNIDAD, NO CLASIFICADOS EN OTRA PARTE	Canonical
D89	D899	TRASTORNO QUE AFECTA AL MECANISMO DE LA INMUNIDAD, NO ESPECIFICADO	Canonical
E00	E00	SÍNDROME CONGÉNITO DE DEFICIENCIA DE YODO	Canonical
E00	E000	SÍNDROME CONGÉNITO DE DEFICIENCIA DE YODO, TIPO NEUROLÓGICO	Canonical
E00	E001	SÍNDROME DE DEFICIENCIA CONGÉNITA DE YODO, TIPO MIXEDEMATOSO	Canonical
E00	E002	SÍNDROME CONGÉNITO DE DEFICIENCIA DE YODO, TIPO MIXTO	Canonical
E00	E009	SÍNDROME CONGÉNITO DE DEFICIENCIA DE YODO, NO ESPECIFICADO	Canonical
E01	E01	TRASTORNOS TIROIDEOS VINCULADOS A DEFICIENCIA DE YODO Y AFECCIONES RELACIONADAS	Canonical
E01	E010	BOCIO DIFUSO (ENDÉMICO) RELACIONADO CON DEFICIENCIA DE YODO	Canonical
E01	E011	BOCIO MULTINODULAR (ENDÉMICO) RELACIONADO CON DEFICIENCIA DE YODO	Canonical
E01	E012	BOCIO (ENDÉMICO) RELACIONADO CON DEFICIENCIA DE YODO, NO ESPECIFICADO	Canonical
E01	E018	OTROS TRASTORNOS DE LA TIROIDES RELACIONADOS CON DEFICIENCIA DE YODO Y AFECCIONES SIMILARES	Canonical
E02	E02X	HIPOTIROIDISMO SUBCLÍNICO POR DEFICIENCIA DE YODO	Canonical
E03	E03	OTROS HIPOTIROIDISMOS	Canonical
E03	E030	HIPOTIROIDISMO CONGÉNITO CON BOCIO DIFUSO	Canonical
E03	E031	HIPOTIROIDISMO CONGÉNITO SIN BOCIO	Canonical
E03	E032	HIPOTIROIDISMO DEBIDO A MEDICAMENTOS Y A OTRAS SUSTANCIAS EXÓGENAS	Canonical
E03	E033	HIPOTIROIDISMO POSTINFECCIOSO	Canonical
E03	E034	ATROFIA DE TIROIDES (ADQUIRIDA)	Canonical
E03	E035	COMA MIXEDEMATOSO	Canonical
E03	E038	OTROS HIPOTIROIDISMOS ESPECIFICADOS	Canonical
E03	E039	HIPOTIROIDISMO, NO ESPECIFICADO	Canonical
E04	E04	OTROS BOCIOS NO TÓXICOS	Canonical
E04	E040	BOCIO DIFUSO NO TÓXICO	Canonical
E04	E041	NÓDULO TIROIDEO SOLITARIO NO TÓXICO	Canonical
E04	E042	BOCIO MULTINODULAR NO TÓXICO	Canonical
E04	E048	OTROS BOCIOS NO TÓXICOS ESPECIFICADOS	Canonical
E04	E049	BOCIO NO TÓXICO, NO ESPECIFICADO	Canonical
E05	E05	TIROTOXICOSIS [HIPERTIROIDISMO]	Canonical
E05	E050	TIROTOXICOSIS CON BOCIO DIFUSO	Canonical
E05	E051	TIROTOXICOSIS CON NÓDULO SOLITARIO TIROIDEO TÓXICO	Canonical
E05	E052	TIROTOXICOSIS CON BOCIO MULTINODULAR TÓXICO	Canonical
E05	E053	TIROTOXICOSIS POR TEJIDO TIROIDEO ECTÓPICO	Canonical
E05	E054	TIROTOXICOSIS FACTICIA	Canonical
E05	E055	CRISIS O TORMENTA TIROTÓXICA	Canonical
E05	E058	OTRAS TIROTOXICOSIS	Canonical
E05	E059	TIROTOXICOSIS, NO ESPECIFICADA	Canonical
E06	E06	TIROIDITIS	Canonical
E06	E060	TIROIDITIS AGUDA	Canonical
E06	E061	TIROIDITIS SUBAGUDA	Canonical
E06	E062	TIROIDITIS CRÓNICA CON TIROTOXICOSIS TRANSITORIA	Canonical
E06	E063	TIROIDITIS AUTOINMUNE	Canonical
E06	E064	TIROIDITIS INDUCIDA POR DROGAS	Canonical
E06	E065	OTRAS TIROIDITIS CRÓNICAS	Canonical
E06	E069	TIROIDITIS, NO ESPECIFICADA	Canonical
E07	E07	OTROS TRASTORNOS TIROIDEOS	Canonical
E07	E070	HIPERSECRECIÓN DE CALCITONINA	Canonical
E07	E071	BOCIO DISHORMOGENÉTICO	Canonical
E07	E078	OTROS TRASTORNOS ESPECIFICADOS DE LA GLÁNDULA TIROIDES	Canonical
E07	E079	TRASTORNO DE LA GLÁNDULA TIROIDES, NO ESPECIFICADO	Canonical
E10	E10	DIABETES MELLITUS TIPO 1	Canonical
E10	E100	DIABETES MELLITUS TIPO 1, CON COMA	Canonical
E10	E101	DIABETES MELLITUS TIPO 1, CON CETOACIDOSIS	Canonical
E10	E102	DIABETES MELLITUS TIPO 1, CON COMPLICACIONES RENALES	Canonical
E10	E103	DIABETES MELLITUS TIPO 1, CON COMPLICACIONES OFTÁLMICAS	Canonical
E10	E104	DIABETES MELLITUS TIPO 1, CON COMPLICACIONES NEUROLÓGICAS	Canonical
E10	E105	DIABETES MELLITUS TIPO 1, CON COMPLICACIONES CIRCULATORIAS PERIFÉRICAS	Canonical
E10	E106	DIABETES MELLITUS TIPO 1, CON OTRAS COMPLICACIONES ESPECIFICADAS	Canonical
E10	E107	DIABETES MELLITUS TIPO 1, CON COMPLICACIONES MÚLTIPLES	Canonical
E10	E108	DIABETES MELLITUS TIPO 1, CON COMPLICACIONES NO ESPECIFICADAS	Canonical
E10	E109	DIABETES MELLITUS TIPO 1, SIN MENCIÓN DE COMPLICACIÓN	Canonical
E11	E11	DIABETES MELLITUS TIPO 2	Canonical
E11	E110	DIABETES MELLITUS TIPO 2, CON COMA	Canonical
E11	E111	DIABETES MELLITUS TIPO 2, CON CETOACIDOSIS	Canonical
E11	E112	DIABETES MELLITUS TIPO 2, CON COMPLICACIONES RENALES	Canonical
E11	E113	DIABETES MELLITUS TIPO 2, CON COMPLICACIONES OFTÁLMICAS	Canonical
E11	E114	DIABETES MELLITUS TIPO 2, CON COMPLICACIONES NEUROLÓGICAS	Canonical
E11	E115	DIABETES MELLITUS TIPO 2, CON COMPLICACIONES CIRCULATORIAS PERIFÉRICAS	Canonical
E11	E116	DIABETES MELLITUS TIPO 2, CON OTRAS COMPLICACIONES ESPECIFICADAS	Canonical
E11	E117	DIABETES MELLITUS TIPO 2, CON COMPLICACIONES MÚLTIPLES	Canonical
E11	E118	DIABETES MELLITUS TIPO 2, CON COMPLICACIONES NO ESPECIFICADAS	Canonical
E11	E119	DIABETES MELLITUS TIPO 2, SIN MENCIÓN DE COMPLICACIÓN	Canonical
E12	E12	DIABETES MELLITUS ASOCIADA CON DESNUTRICIÓN	Canonical
E12	E120	DIABETES MELLITUS ASOCIADA CON DESNUTRICIÓN, CON COMA	Canonical
E12	E121	DIABETES MELLITUS ASOCIADA CON DESNUTRICIÓN, CON CETOACIDOSIS	Canonical
E12	E122	DIABETES MELLITUS ASOCIADA CON DESNUTRICIÓN, CON COMPLICACIONES RENALES	Canonical
E12	E123	DIABETES MELLITUS ASOCIADA CON DESNUTRICIÓN, CON COMPLICACIONES OFTÁLMICAS	Canonical
E12	E124	DIABETES MELLITUS ASOCIADA CON DESNUTRICIÓN, CON COMPLICACIONES NEUROLÓGICAS	Canonical
E12	E125	DIABETES MELLITUS ASOCIADA CON DESNUTRICIÓN, CON COMPLICACIONES CIRCULATORIAS PERIFÉRICAS	Canonical
